latitude,longitude,photocount,marker_title
40.704798,-73.961860,1,Bedford Ave & Ross St
40.712518,-73.962549,5,Bedford Ave & S 3rd St
40.705908,-73.963101,1,Bedford Ave & Taylor St
40.692993,-73.955826,3,Bedford Ave & Willoughby Ave
40.644079,-74.085694,2,Beechwood Ave & Cleveland St
40.711297,-74.006563,1,Beekman St & Nassau St
40.708075,-74.003414,2,Beekman St & Pearl St
40.707661,-74.003087,3,Beekman St & Water St
40.710429,-74.005629,11,Beekman St & William St
40.764268,-73.771329,1,Bell Blvd & 40th Ave
40.612648,-74.076924,1,Bell St & Fletcher St
40.613427,-74.076267,2,Bell St & Smith St
40.852526,-73.887189,1,Belmont Ave & E 183rd St
40.671989,-73.886385,1,Belmont Ave & Jerome St
40.670774,-73.894546,1,Belmont Ave & New Jersey Ave
40.644028,-74.081939,6,Belmont Pl & Daniel Low Ter
40.643828,-74.080595,2,Belmont Pl & Vine St
40.642974,-74.079907,1,Belmont Pl & Wall St
40.637540,-74.112808,2,Bement Ave & Henderson Ave
40.623032,-74.124541,2,Benedict Ave & Manor Rd
40.591327,-74.107581,9,Benedict Rd & Four Corners Rd
40.850485,-73.936682,9,Bennett Ave & W 181st St
40.854537,-73.934630,1,Bennett Ave & W 187th St
40.855631,-73.934272,6,Bennett Ave & W 189th St
40.858152,-73.932986,3,Bennett Ave & W 192nd St
40.637744,-74.132124,2,Bennett St & Park Ave
40.596223,-73.988964,2,Benson Ave & 25th Ave
40.604259,-74.003409,3,Benson Ave & Bay 20th St
40.603031,-74.001097,3,Benson Ave & Bay 23rd St
40.610596,-74.012745,1,Benson Ave & Bay 7th St
40.840505,-73.843326,1,Benson St & Lane Ave
40.842384,-73.846439,2,Benson St & Saint Raymonds Ave
40.620580,-73.901988,1,Bergen Ave & Ave V
40.618990,-73.900076,1,Bergen Ave & Avenue W
40.815727,-73.916701,2,Bergen Ave & E 149th St
40.681490,-73.977030,2,Bergen St & 5th Ave
40.675500,-73.938824,3,Bergen St & Albany Ave
40.685024,-73.986119,2,Bergen St & Bond St
40.677524,-73.959135,1,Bergen St & Classon Ave
40.684182,-73.983953,2,Bergen St & Nevins St
40.674557,-73.922072,10,Bergen St & Ralph Ave
40.675190,-73.933311,2,Bergen St & Schenectady Ave
40.675045,-73.930540,2,Bergen St & Utica Ave
40.679422,-73.968227,5,Bergen St & Vanderbilt Ave
40.677046,-73.980026,5,Berkeley Pl & 5th Ave
40.672978,-73.879567,2,Berriman St & Belmont Ave
40.666259,-73.876953,1,Berriman St & Hegeman Ave
40.709713,-73.965641,1,Berry St & S 8th St
40.736954,-74.008308,2,Bethune St & Washington St
40.646485,-73.926916,5,Beverley Rd & E 53rd St
40.716397,-73.982565,2,Bialystoker Pl & Delancey St S
40.829051,-73.850374,1,Blackrock Ave & Castle Hill Ave
40.829344,-73.848296,1,Blackrock Ave & Cross Bronx Expy
40.664229,-73.919099,1,Blake Ave & Howard Ave
40.729374,-74.001423,5,Bleecker St & Macdougal St
40.540155,-74.217679,2,Bloomingdale Rd & Claypit Rd
40.537750,-74.217800,11,Bloomingdale Rd & Sharrotts Rd
40.541100,-74.217739,1,Bloomingdale Rd & Woodrow Rd
40.688562,-73.991093,1,Boerum Pl & Pacific St
40.705739,-73.944687,1,Boerum St & Manhattan Ave
40.847361,-73.857892,1,Bogart Ave & Morris Park Ave
40.856336,-73.860996,1,Bogart Ave & Paulding Ave
40.689699,-73.982957,3,Bond St & Fulton St
40.688790,-73.983566,4,Bond St & Livingston St
40.688179,-73.983981,11,Bond St & Schermerhorn St
40.828349,-73.886102,1,Boone Ave & Freeman St
40.728659,-73.863262,2,Booth St & 63rd Dr
40.731361,-73.871412,1,Booth St & Woodhaven Blvd
40.740906,-73.952324,9,Borden Ave & 11st St
40.741789,-73.956918,5,Borden Ave & 5th St
40.882374,-73.836229,1,Boston Rd & Boller Ave
40.834056,-73.895234,1,Boston Rd & Bristow St
40.876737,-73.847318,3,Boston Rd & Corsa Ave
40.832735,-73.897997,1,Boston Rd & Crotona Ave
40.862455,-73.866309,1,Boston Rd & Cruger Ave
40.877040,-73.846388,6,Boston Rd & Eastchester Rd
40.880928,-73.839644,1,Boston Rd & Edson Ave
40.838262,-73.886269,1,Boston Rd & Hoe Ave
40.881941,-73.836974,2,Boston Rd & Palmer Ave
40.856701,-73.869320,2,Boston Rd & Pelham Pkwy S
40.837417,-73.887628,3,Boston Rd & Southern Blvd
40.835773,-73.891352,2,Boston Rd & Suburban Pl
40.858186,-73.867664,3,Boston Rd & Thwaites Pl
40.839196,-73.884550,3,Boston Rd & Vyse Ave
40.834950,-73.894070,1,Boston Rd & Wilkins Ave
40.874927,-73.851422,2,Bouck Ave & Boston Rd
40.789690,-73.828982,3,Boulevard & Point Cres
40.714965,-73.996835,20,Bowery & Bayard St
40.725238,-73.992205,18,Bowery & Bleecker St
40.719433,-73.994431,4,Bowery & Broome St
40.716142,-73.996074,26,Bowery & Canal St
40.726361,-73.991806,2,Bowery & E 3rd St
40.717242,-73.995440,6,Bowery & Hester St
40.722314,-73.993217,5,Bowery & Prince St
40.721610,-73.993593,8,Bowery & Rivington St
40.720889,-73.993756,13,Bowery & Spring St
40.722821,-73.993167,5,Bowery & Stanton St
40.574804,-73.981043,2,Bowery St & Stillwell Ave
40.574770,-73.979671,3,Bowery St & W 12th St
40.574793,-73.982084,2,Bowery St & W 15th St
40.762975,-73.825344,22,Bowne St & 37th Ave
40.760989,-73.824422,3,Bowne St & Roosevelt Ave
40.828668,-73.878234,5,Boynton Ave & Westchester Ave
40.631604,-74.160369,3,Brabant St & Harbor Rd
40.631642,-74.161709,1,Brabant St & Lockman Ave
40.727454,-73.731423,4,Braddock Ave & Gettysburg St
40.676193,-73.893085,1,Bradford St & Atlantic Ave
40.677787,-73.893490,3,Bradford St & Fulton St
40.674956,-73.892766,1,Bradford St & Liberty Ave
40.821468,-73.944604,3,Bradhurst Ave & W 142nd St
40.823266,-73.942896,6,Bradhurst Ave & W 145th St
40.824293,-73.942172,3,Bradhurst Ave & W 147th St
40.826435,-73.940590,2,Bradhurst Ave & W 150th St
40.827685,-73.939676,1,Bradhurst Ave & W 152nd St
40.735537,-73.934778,1,Bradley Ave & Greenpoint Ave
40.584177,-73.932977,3,Bragg St & Emmons Ave
40.598645,-73.758720,1,Briar Pl & Collier Ave
40.749831,-73.937633,2,Bridge Plz N & 29th St
40.700634,-73.984823,2,Bridge St & Prospect St
40.701439,-73.984761,2,Bridge St & York St
40.727794,-73.937243,1,Bridgewater St & Van Dam St
40.589041,-74.138648,2,Brielle Ave & Rockland Ave
40.872594,-73.883660,1,Briggs Ave & E 202nd St
40.576737,-73.965094,2,Brighton 2nd St & Brighton Beach Ave
40.577140,-73.963252,3,Brighton 4th St & Brighton Beach Ave
40.575821,-73.961156,1,Brighton 6th St & Brightwater Ct
40.507024,-74.244321,1,Brighton St & Pittsville Ave
40.665355,-73.911557,1,Bristol St & Blake Ave
40.706238,-74.011251,39,Broad St & Exchange Pl
40.703458,-74.011598,33,Broad St & Pearl St
40.704134,-74.011605,38,Broad St & Stone St
40.623250,-74.083814,6,Broad St & Targee St
40.624602,-74.079603,5,Broad St & Tompkins Ave
40.767020,-73.934950,1,Broadway & 12th St
40.748488,-73.895688,1,Broadway & 37th Ave
40.756733,-73.914225,1,Broadway & 46th St
40.756364,-73.913421,4,Broadway & 47th St
40.755590,-73.911762,1,Broadway & 49th St
40.738601,-73.877431,22,Broadway & 51st Ave
40.751193,-73.902010,1,Broadway & 60th St
40.750204,-73.899686,1,Broadway & 62nd St
40.746238,-73.890397,1,Broadway & 75th St
40.872862,-73.911892,1,Broadway & 9th Ave
40.704612,-74.014237,64,Broadway & Battery Pl
40.705036,-74.013325,19,Broadway & Beaver St
40.859375,-73.931312,7,Broadway & Bennett Ave
40.726526,-73.995844,11,Broadway & Bleecker St
40.727179,-73.995274,1,Broadway & Bond St
40.742822,-73.882689,7,Broadway & Britton Ave
40.721752,-73.999895,5,Broadway & Broome St
40.714186,-74.006297,29,Broadway & Chambers St
40.624338,-74.113940,1,Broadway & Coughlan Ave
40.763423,-73.928430,3,Broadway & Crescent St
40.683942,-73.912287,1,Broadway & Decatur St
40.630751,-74.116498,2,Broadway & Delafield Ave
40.710388,-74.009532,22,Broadway & Dey St
40.696170,-73.933857,1,Broadway & Ditmars St
40.740615,-73.879305,1,Broadway & Dongan Ave
40.731719,-73.991468,20,Broadway & E 10th St
40.732446,-73.991281,2,Broadway & E 11th St
40.733201,-73.991117,1,Broadway & E 12th St
40.733970,-73.990956,2,Broadway & E 13th St
40.734771,-73.990722,11,Broadway & E 14th St
40.738480,-73.989964,7,Broadway & E 19th St
40.739156,-73.989762,8,Broadway & E 20th St
40.728393,-73.994265,6,Broadway & E 4th St
40.730577,-73.992424,11,Broadway & E 8th St
40.725329,-73.996845,18,Broadway & E Houston St
40.699479,-73.939674,1,Broadway & Ellery St
40.706753,-74.012503,12,Broadway & Exchange Pl
40.856645,-73.932709,5,Broadway & Fairview Ave
40.700883,-73.942153,1,Broadway & Graham Ave
40.720819,-74.000681,1,Broadway & Grand St
40.727800,-73.994763,16,Broadway & Great Jones St
40.690399,-73.923644,4,Broadway & Grove St
40.685762,-73.915501,4,Broadway & Halsey St
40.688956,-73.921134,2,Broadway & Howard Ave
40.719909,-74.001456,4,Broadway & Howard St
40.680155,-73.905532,1,Broadway & Hull St
40.868150,-73.919735,3,Broadway & Isham St
40.737908,-73.877174,8,Broadway & Justice Ave
40.710817,-73.968495,5,Broadway & Kent Ave
40.693165,-73.928520,1,Broadway & Kosciuszko St
40.898638,-73.897099,8,Broadway & Lakeview Pl
40.709067,-74.010629,45,Broadway & Liberty St
40.680795,-73.906662,1,Broadway & Macdougal St
40.709826,-74.009970,12,Broadway & Maiden Ln
40.635383,-74.117379,2,Broadway & Market St
40.705820,-74.013294,13,Broadway & Morris St
40.713119,-74.007212,20,Broadway & Murray St
40.697001,-73.935293,2,Broadway & Myrtle Ave
40.712570,-74.007654,16,Broadway & Park Pl
40.699039,-73.938921,2,Broadway & Park St
40.724229,-73.997790,4,Broadway & Prince St
40.736813,-73.877633,5,Broadway & Queens Blvd
40.690754,-73.924265,1,Broadway & Ralph Ave
40.709411,-73.960788,2,Broadway & Roebling St
40.684368,-73.913037,1,Broadway & Schaefer St
40.723038,-73.998809,5,Broadway & Spring St
40.739934,-73.878487,16,Broadway & St James Ave
40.758981,-73.919018,2,Broadway & Steinway St
40.681994,-73.908845,1,Broadway & Stone Ave
40.704055,-74.013193,14,Broadway & Stone St
40.865133,-73.928105,1,Broadway & Thayer St
40.715751,-74.004988,3,Broadway & Thomas St
40.815069,-73.958592,1,Broadway & Tiemann Pl
40.811257,-73.961681,3,Broadway & W 121st St
40.812426,-73.960544,5,Broadway & W 123rd St
40.816883,-73.957278,2,Broadway & W 130th St
40.819377,-73.955451,1,Broadway & W 134th St
40.826411,-73.950357,1,Broadway & W 145th St
40.832939,-73.946155,3,Broadway & W 155th St
40.839955,-73.940712,3,Broadway & W 166th St
40.842444,-73.939258,2,Broadway & W 170th St
40.843243,-73.939182,1,Broadway & W 171st St
40.843961,-73.939029,2,Broadway & W 172nd St
40.846223,-73.938469,8,Broadway & W 175th St
40.846951,-73.938216,3,Broadway & W 176th St
40.848422,-73.937677,3,Broadway & W 178th St
40.849571,-73.936369,4,Broadway & W 180th St
40.850161,-73.935755,1,Broadway & W 181st St
40.852108,-73.934775,7,Broadway & W 184th St
40.852747,-73.934433,2,Broadway & W 185th St
40.853223,-73.934185,2,Broadway & W 186th St
40.857867,-73.932046,1,Broadway & W 192nd St
40.858301,-73.931814,4,Broadway & W 193rd St
40.867699,-73.921267,2,Broadway & W 207th St
40.868524,-73.918544,3,Broadway & W 212th St
40.868926,-73.917566,1,Broadway & W 213th St
40.869365,-73.916695,2,Broadway & W 214th St
40.870459,-73.915120,3,Broadway & W 216th St
40.871823,-73.913395,1,Broadway & W 219th St
40.872288,-73.912585,4,Broadway & W 220th St
40.875625,-73.908283,1,Broadway & W 228th St
40.877122,-73.906104,3,Broadway & W 230th St
40.889512,-73.898182,1,Broadway & W 242nd St
40.895848,-73.896752,2,Broadway & W 251st St
40.897929,-73.896999,3,Broadway & W 252nd St
40.901047,-73.896870,4,Broadway & W 254th St
40.757264,-73.985815,36,Broadway & W 44th St
40.768901,-73.981989,5,Broadway & W 60th St
40.780327,-73.981630,1,Broadway & W 74th St
40.802899,-73.967575,2,Broadway & W End Ave
40.707659,-74.011795,55,Broadway & Wall St
40.713634,-74.006734,21,Broadway & Warren St
40.728983,-73.993754,1,Broadway & Washington Pl
40.729562,-73.993270,3,Broadway & Waverly Pl
40.718046,-74.003052,1,Broadway & White St
40.743980,-73.885085,1,Broadway & Woodside Ave
40.716447,-74.004402,10,Broadway & Worth St
40.857212,-73.868895,4,Bronx and Pelham Pkwy & Boston Rd
40.875678,-73.870361,1,Bronx Blvd & Duncomb Ave
40.878599,-73.868868,2,Bronx Blvd & E 211th St
40.891842,-73.862663,1,Bronx Blvd & E 229th St
40.901576,-73.856427,1,Bronx Blvd & E 239th St
40.855817,-73.869924,1,Bronx Park E & Boston Rd
40.871508,-73.870576,2,Bronx Park E & Bronx Blvd
40.806889,-73.857444,2,Bronx River Ave & Cornell Ave
40.805768,-73.849027,6,Bronx River Ave & Sound View Ave
40.842508,-73.853363,3,Bronxdale Ave & E Tremont Ave
40.859664,-73.861774,1,Bronxwood Ave & Astor Ave
40.873124,-73.861326,1,Bronxwood Ave & Duncan St
40.885278,-73.855103,1,Bronxwood Ave & E 224th St
40.861236,-73.861707,3,Bronxwood Ave & Waring Ave
40.811012,-73.917200,6,Brook Ave & E 143rd St
40.821393,-73.911205,3,Brook Ave & E 159th St
40.598877,-73.750670,1,Brookhaven Ave & Caffrey Ave
40.678255,-73.944153,1,Brooklyn Ave & Atlantic Ave
40.674901,-73.944465,9,Brooklyn Ave & St Marks Ave
40.672233,-73.944707,1,Brooklyn Ave & Sterling Pl
40.668613,-73.945046,6,Brooklyn Ave & Union St
40.702602,-73.992501,5,Brooklyn Brg & Front St
40.706096,-73.996823,117,Brooklyn Bridge
40.637586,-73.944237,1,Brooklyn Rd & E 34th St
40.637625,-73.943387,6,Brooklyn Rd & E 35th St
40.670944,-73.735446,1,Brookville Blvd & 136th Ave
40.664756,-73.740034,1,Brookville Blvd & 141st Ave
40.657419,-73.745053,1,Brookville Blvd & 147th Ave
40.715079,-73.980290,7,Broome St & Cannon St
40.724069,-74.004438,13,Broome St & Sullivan St
40.805997,-73.921448,1,Brown Pl & E 135th St
40.624918,-74.075682,2,Brownell St & Tompkins St
40.769529,-73.735222,1,Browvale Ln & Hand Rd
40.823494,-73.877979,2,Bruckner Blvd & Elder Ave
40.839553,-73.882896,2,Bryant Ave & Boston Rd
40.843254,-73.879139,7,Bryant Ave & E 180th St
40.844016,-73.878407,1,Bryant Ave & E 181st St
40.840683,-73.881450,3,Bryant Ave & E Tremont Ave
40.644238,-74.088770,5,Buchanan St & Belair Ridge
40.589316,-74.101475,4,Buel Ave & Richmond Rd
40.677199,-73.924767,1,Buffalo Ave & Atlantic Ave
40.678276,-73.924662,3,Buffalo Ave & Herkimer St
40.673847,-73.925084,3,Buffalo Ave & St Marks Ave
40.871385,-73.864272,1,Burke Ave & Wallace Ave
40.814383,-73.891356,1,Burnet Pl & Tiffany St
40.602686,-73.933537,4,Burnett St & Ave U
40.854723,-73.827983,1,Burr Ave & E 196th St
40.673806,-74.002242,1,Bush St & Clinton St
40.673268,-74.000288,4,Bush St & Court St
40.675736,-74.009222,1,Bush St & Dwight St
40.682371,-73.905623,2,Bushwick Ave & Aberdeen St
40.695832,-73.929595,2,Bushwick Ave & Cedar St
40.684929,-73.910116,4,Bushwick Ave & Cooper St
40.695111,-73.928259,3,Bushwick Ave & Dekalb Ave
40.690927,-73.920657,7,Bushwick Ave & Gates Ave
40.693038,-73.924441,1,Bushwick Ave & Greene Ave
40.693864,-73.925978,12,Bushwick Ave & Himrod St
40.688361,-73.916147,1,Bushwick Ave & Jefferson Ave
40.694593,-73.927318,3,Bushwick Ave & Kosciuszko St
40.694135,-73.926474,7,Bushwick Ave & Kossuth Pl
40.691353,-73.921411,1,Bushwick Ave & Linden St
40.711218,-73.940423,6,Bushwick Ave & Maujer St
40.705257,-73.939437,1,Bushwick Ave & McKibben St
40.708390,-73.939958,1,Bushwick Ave & Meserole St
40.714743,-73.942080,3,Bushwick Ave & Metropolitan Ave
40.707654,-73.939838,1,Bushwick Ave & Montrose Ave
40.697324,-73.932295,3,Bushwick Ave & Myrtle Ave
40.690499,-73.919906,1,Bushwick Ave & Palmetto St
40.709808,-73.940190,10,Bushwick Ave & Stagg St
40.710522,-73.940314,3,Bushwick Ave & Ten Eyck St
40.687502,-73.914632,1,Bushwick Ave & Weirfield St
40.697083,-73.931876,1,Bushwick Ave & Willoughby Ave
40.679976,-73.981392,1,Butler St & 4th Ave
40.851369,-73.940228,10,Cabrini Blvd & W 181st St
40.702696,-73.993779,4,Cadman Plz W & Elizabeth Pl
40.700915,-73.991215,6,Cadman Plz W & Henry St
40.735024,-73.895082,2,Calamus Ave & 69th Pl
40.734557,-73.893245,6,Calamus Ave & 71st St
40.734009,-73.885490,7,Calamus Ave & Elks Rd
40.735017,-73.896022,1,Calamus Ave & Maurice Ave
40.725569,-73.876078,3,Caldwell Ave & 61st Rd
40.724948,-73.890175,1,Caldwell Ave & 71st St
40.724614,-73.886174,3,Caldwell Ave & 75th St
40.724949,-73.883583,1,Caldwell Ave & 77th St
40.830197,-73.828162,1,Calhoun Ave & Barkley Ave
40.819870,-73.819862,2,Calhoun Ave & Sampson Ave
40.728425,-73.952397,1,Calyer St & Leonard St
40.841144,-73.817943,1,Campbell Dr & Country Club Rd
40.812047,-73.928529,2,Canal Pl & E 138th St
40.716213,-73.996611,3,Canal St & Bowery
40.715828,-73.995085,21,Canal St & Chrystie St
40.720469,-74.003440,5,Canal St & Church St
40.714573,-73.990961,9,Canal St & Division St
40.723752,-74.007952,25,Canal St & Hudson St
40.724191,-74.008619,21,Canal St & Renwick St
40.721424,-74.004771,32,Canal St & W Broadway
40.720843,-74.003959,3,Canal St & Wooster St
40.626494,-74.077612,4,Canal St & Wright St
40.810881,-73.930842,2,Canal St W & E 135th St
40.629194,-73.883929,7,Canarsie Pier
40.682323,-73.970616,6,Carlton Ave & Atlantic Ave
40.729849,-74.003996,4,Carmine St & Bedford St
40.634360,-74.119429,1,Caroline St & Castleton Ave
40.886587,-73.864519,1,Carpenter Ave & E 222nd St
40.891537,-73.861793,2,Carpenter Ave & E 229th St
40.894271,-73.860286,1,Carpenter Ave & E 233rd St
40.713399,-73.761187,2,Carpenter Ave & Jamaica Ave
40.811605,-73.889590,1,Casanova St & Randall Ave
40.838736,-73.852668,1,Castle Hill Ave & Glover St
40.833368,-73.851380,1,Castle Hill Ave & Newbold Ave
40.831210,-73.850871,1,Castle Hill Ave & Powell Ave
40.829777,-73.850537,2,Castle Hill Ave & Watson Ave
40.841042,-73.853100,1,Castle Hill Ave & Zerega Ave
40.634757,-74.112270,4,Castleton Ave & Bement Ave
40.634570,-74.117204,1,Castleton Ave & Broadway
40.633859,-74.125951,3,Castleton Ave & Clove Rd
40.634718,-74.108944,3,Castleton Ave & Davis Ave
40.635004,-74.132612,2,Castleton Ave & Heberton Ave
40.634707,-74.104567,3,Castleton Ave & Kissel Ave
40.634732,-74.110233,1,Castleton Ave & Pelton Ave
40.634046,-74.088273,3,Castleton Ave & Webster Ave
40.804142,-73.966612,8,Cathedral Pkwy & Broadway
40.798216,-73.952367,3,Cathedral Pkwy & Lenox Ave
40.801804,-73.961015,10,Cathedral Pkwy & Morningside Dr
40.710180,-73.996498,15,Catherine St & Cherry St
40.652917,-73.959359,7,Caton Ave & Flatbush Ave
40.852145,-73.920718,2,Cedar Ave & Sedgwick Ave
40.561538,-74.100286,1,Cedar Grove Ave & Garibaldi Ave
40.704612,-73.881139,1,Central Ave & 71st St
40.687898,-73.907252,4,Central Ave & Cooper St
40.694304,-73.918512,1,Central Ave & Linden St
40.688745,-73.908742,2,Central Ave & Schaefer St
40.700290,-73.929035,1,Central Ave & Troutman St
40.779638,-73.965400,4,Central Park
40.796464,-73.951596,4,Central Park
40.776223,-73.973085,42,Central Park
40.768714,-73.977709,1,Central Park
40.781289,-73.966664,29,Central Park
40.782865,-73.965355,167,Central Park
40.785719,-73.963902,1,Central Park
40.764292,-73.973020,61,Central Park S & 5th Ave
40.766889,-73.979069,37,Central Park S & 7th Ave
40.767742,-73.981118,1,Central Park S & Columbus Cir
40.799982,-73.958584,2,Central Park W & W 109th St
40.769899,-73.980557,15,Central Park W & W 62nd St
40.773679,-73.977829,7,Central Park W & W 68th St
40.776220,-73.975955,16,Central Park W & W 72nd St
40.776899,-73.975461,3,Central Park W & W 73rd St
40.777545,-73.974990,9,Central Park W & W 74th St
40.778168,-73.974532,2,Central Park W & W 75th St
40.782032,-73.971719,12,Central Park W & W 81st St
40.785311,-73.969340,1,Central Park W & W 86th St
40.765685,-73.976233,10,Central Park-Center Dr & W 59 St
40.674462,-74.001931,3,Centre Mall & Clinton St
40.720807,-73.997675,5,Centre St & Broome St
40.717985,-73.999988,2,Centre St & Canal St
40.844437,-73.785436,1,Centre St & City Island Ave
40.719774,-73.998543,4,Centre St & Grand St
40.715779,-74.001662,25,Centre St & Leonard St
40.712002,-74.005803,34,Centre St & Park Row
40.714204,-74.002745,44,Centre St & Pearl St
40.673471,-73.998388,1,Centre St & Smith St
40.716918,-74.000814,9,Centre St & White St
40.713146,-74.004078,20,Chambers St & Centre St
40.714928,-74.007930,12,Chambers St & Church St
40.717249,-74.013031,5,Chambers St & West St
40.734463,-74.008504,19,Charles Ln & Washington St
40.734283,-74.007181,7,Charles St & Greenwich St
40.734570,-74.006401,14,Charles St & Hudson St
40.734888,-74.003186,3,Charles St & W 4th St
40.835683,-73.892976,1,Charlotte St & Boston Rd
40.726894,-74.003263,3,Charlton St & Macdougal St
40.727114,-74.005580,19,Charlton St & Varick St
40.681834,-73.916977,1,Chauncey St & Saratoga Ave
40.614167,-74.187740,1,Chelsea Rd & Bloomfield Ave
40.613175,-74.188109,1,Chelsea Rd & River Rd
40.712351,-73.978023,17,Cherry St & F D R Dr
40.711324,-73.988303,6,Cherry St & Jefferson St
40.710863,-73.992220,14,Cherry St & Pike Slip
40.711181,-73.989776,15,Cherry St & Rutgers St
40.615416,-74.073454,9,Chestnut Ave & Tompkins Ave
40.614469,-74.076015,1,Chestnut Ave & White Plains Ave
40.855930,-73.938650,2,Chittenden Ave & W 187th St
40.670392,-73.906036,1,Christopher Ave & Pitkin Ave
40.733136,-74.005884,2,Christopher St & Bedford St
40.733952,-74.000386,8,Christopher St & Gay St
40.733056,-74.006425,24,Christopher St & Hudson St
40.732355,-74.010183,32,Christopher St & Lincoln Hwy
40.732643,-74.008677,7,Christopher St & Washington St
40.718982,-73.993443,7,Chrystie St & Broome St
40.720010,-73.992885,13,Chrystie St & Delancey St
40.716945,-73.994473,10,Chrystie St & Hester St
40.721220,-73.992279,12,Chrystie St & Rivington St
40.722381,-73.991682,5,Chrystie St & Stanton St
40.641535,-73.982444,4,Church Ave & Chester Ave
40.651636,-73.932351,1,Church Ave & E 48th St
40.652315,-73.927518,12,Church Ave & E 53rd St
40.652496,-73.924647,5,Church Ave & E 56th St
40.650081,-73.961003,2,Church Ave & Ocean Ave
40.656239,-73.914619,14,Church Ave & Rockaway Pkwy
40.651709,-73.930411,2,Church Ave & Utica Ave
40.593901,-74.186930,4,Church Ave & Victory Blvd
40.712966,-74.009484,59,Church St & Barclay St
40.710383,-74.011180,5,Church St & Cortlandt St
40.716001,-74.007087,3,Church St & Duane St
40.711485,-74.010455,5,Church St & Fulton St
40.713807,-74.008806,6,Church St & Murray St
40.712160,-74.010130,27,Church St & Vesey St
40.719477,-74.004363,1,Church St & Walker St
40.718874,-74.004850,5,Church St & White St
40.847898,-73.786730,2,City Island Ave & Bay St
40.851995,-73.789063,1,City Island Ave & Beach St
40.838238,-73.783132,1,City Island Ave & Belden St
40.840011,-73.783785,2,City Island Ave & Buckley St
40.845836,-73.785959,1,City Island Ave & Carroll St
40.847265,-73.786511,4,City Island Ave & Fordham St
40.840634,-73.784011,2,City Island Ave & Marine St
40.842509,-73.784720,2,City Island Ave & Pell Pl
40.845138,-73.785703,2,City Island Ave & Schofield St
40.848395,-73.786900,5,City Island Ave & Tier St
40.864714,-73.813995,6,City Island Rd & Shore Rd
40.870283,-73.900589,1,Claflin Ave & W 195th St
40.812271,-73.962106,8,Claremont Ave & W 122nd St
40.829483,-73.814960,1,Clarence Ave & Randall Ave
40.642753,-73.956445,1,Clarendon Rd & E 22nd St
40.644960,-73.921010,6,Clarendon Rd & E 59th St
40.698357,-73.996314,5,Clark St & Columbia Hts
40.697224,-73.992124,4,Clark St & Monroe Pl
40.698121,-73.995456,11,Clark St & Willow St
40.564554,-74.131746,3,Clarke Ave & Amboy Rd
40.567732,-74.139793,1,Clarke Ave & Kensico St
40.569714,-74.144393,3,Clarke Ave & Richmond Hill Rd
40.655035,-73.956324,2,Clarkson Ave & Bedford Ave
40.656803,-73.928004,1,Clarkson Ave & E 53rd St
40.655576,-73.947205,1,Clarkson Ave & New York Ave
40.655407,-73.950098,5,Clarkson Ave & Nostrand Ave
40.661099,-73.920183,1,Clarkson Ave & Rockaway Pkwy
40.655240,-73.952976,4,Clarkson Ave & Rogers Ave
40.656597,-73.930926,1,Clarkson Ave & Utica Ave
40.729480,-74.007008,3,Clarkson St & Hudson St
40.729693,-74.009261,6,Clarkson St & Washington St
40.679749,-73.958304,4,Classon Ave & Atlantic Ave
40.687416,-73.959714,1,Classon Ave & Greene Ave
40.694011,-73.961093,3,Classon Ave & Myrtle Ave
40.669606,-73.962000,2,Classon Ave & President St
40.676637,-73.959435,1,Classon Ave & St Marks Ave
40.670494,-73.961670,1,Classon Ave & Union St
40.574322,-74.108998,1,Clawson St & Otis Ave
40.837210,-73.907983,1,Clay Ave & E 170th St
40.721419,-73.997419,4,Cleveland Pl & Kenmare St
40.674889,-73.884537,1,Cleveland St & Glenmore Ave
40.708397,-74.004800,7,Cliff St & Fulton St
40.612738,-74.071400,2,Clifton Ave & Tompkins Ave
40.688463,-73.957132,4,Clifton Pl & Franklin Ave
40.687592,-73.964627,1,Clifton Pl & St James Pl
40.689441,-73.968082,1,Clinton Ave & Dekalb Ave
40.683481,-73.966892,4,Clinton Ave & Fulton St
40.640360,-74.097880,16,Clinton Ave & Henderson Ave
40.687959,-73.967780,8,Clinton Ave & Lafayette Ave
40.693121,-73.968810,7,Clinton Ave & Myrtle Ave
40.696082,-73.969406,4,Clinton Ave & Park Ave
40.691545,-73.968493,2,Clinton Ave & Willoughby Ave
40.632262,-74.137669,2,Clinton Pl & Richmond Ave
40.692154,-73.993438,6,Clinton St & Aitken Pl
40.688915,-73.995001,1,Clinton St & Amity St
40.690231,-73.994364,12,Clinton St & Atlantic Ave
40.631970,-74.075963,2,Clinton St & Bay St
40.671852,-74.003242,1,Clinton St & Bay St
40.716861,-73.986202,2,Clinton St & Broome St
40.681613,-73.998516,3,Clinton St & Carroll St
40.711487,-73.986753,12,Clinton St & Cherry St
40.688090,-73.995399,6,Clinton St & Congress St
40.684298,-73.997226,3,Clinton St & Degraw St
40.717581,-73.985838,3,Clinton St & Delancey St S
40.715866,-73.986737,4,Clinton St & Grand St
40.713588,-73.987067,1,Clinton St & Henry St
40.676401,-74.001063,10,Clinton St & Huntington St
40.686096,-73.996358,4,Clinton St & Kane St
40.712854,-73.986927,2,Clinton St & Madison St
40.689591,-73.994673,2,Clinton St & Pacific St
